client,true_value,geo_value
c1873,7,7
c1874,6,4
c1875,2,2
c1876,8,2
c1877,5,6
c1878,5,4
c1879,4,6
c1880,6,5
c1881,6,5
c1882,5,4
c1883,6,6
c1884,8,9
c1885,4,4
c1886,6,5
c1887,6,6
c1888,7,2
c1889,4,4
c1890,5,5
c1891,7,8
c1892,7,7
c1893,4,6
c1894,2,10
c1895,6,5
c1896,7,4
c1897,5,5
c1898,5,6
c1899,5,4
c1900,1,1
c1901,5,9
c1902,6,4
c1903,4,4
c1904,4,4
c1905,7,5
c1906,6,2
c1907,2,9
c1908,2,8
c1909,5,4
c1910,7,8
c1911,9,10
c1912,1,8
c1913,6,10
c1914,4,8
c1915,3,10
c1916,5,5
c1917,2,9
c1918,6,5
c1919,5,5
c1920,4,5
c1921,6,4
c1922,6,4
c1923,4,9
c1924,5,1
c1925,5,5
c1926,7,10
c1927,5,6
c1928,3,4
c1929,5,4
c1930,4,4
c1931,3,7
c1932,2,10
c1933,5,6
c1934,7,6
c1935,7,3
c1936,5,4
c1937,5,5
c1938,7,7
c1939,6,6
c1940,5,5
c1941,5,5
c1942,6,5
c1943,5,5
c1944,4,3
c1945,3,3
c1946,7,2
c1947,5,6
c1948,5,5
c1949,5,6
c1950,7,9
c1951,6,2
c1952,3,3
c1953,4,6
c1954,4,3
c1955,5,5
c1956,6,4
c1957,4,6
c1958,3,2
c1959,7,3
c1960,5,5
c1961,6,4
c1962,4,4
c1963,5,4
c1964,6,1
c1965,8,2
c1966,4,4
c1967,4,6
c1968,5,5
c1969,6,5
c1970,3,7
c1971,7,1
c1972,5,6
c1973,1,10
c1974,4,6
c1975,6,4
c1976,4,8
c1977,5,5
c1978,3,8
c1979,1,2
c1980,5,5
c1981,6,6
c1982,7,3
c1983,5,5
c1984,5,4
c1985,3,9
c1986,6,5
c1987,5,4
c1988,5,5
c1989,5,6
c1990,2,10
c1991,5,4
c1992,6,3
c1993,5,5
c1994,7,8
c1995,6,5
c1996,5,5
c1997,6,5
c1998,5,5
c1999,5,6
c2000,6,4
c2001,6,1
c2002,6,4
c2003,6,6
c2004,6,10
c2005,5,4
c2006,6,6
c2007,2,2
c2008,3,10
c2009,3,6
c2010,5,5
c2011,5,5
c2012,5,4
c2013,7,4
c2014,5,5
c2015,3,3
c2016,7,10
c2017,4,8
c2018,5,5
c2019,5,2
c2020,5,5
c2021,2,9
c2022,6,6
c2023,5,4
c2024,4,4
c2025,3,7
c2026,1,9
c2027,3,8
c2028,4,5
c2029,4,5
c2030,2,2
c2031,4,5
c2032,5,5
c2033,5,4
c2034,5,5
c2035,3,7
c2036,4,5
c2037,5,4
c2038,6,5
c2039,4,4
c2040,3,3
c2041,7,8
c2042,3,7
c2043,5,4
c2044,7,1
c2045,8,3
c2046,6,4
c2047,2,8
c2048,5,5
c2049,7,7
c2050,5,5
c2051,3,7
c2052,5,5
c2053,4,6
c2054,8,4
c2055,5,5
c2056,5,9
c2057,6,6
c2058,6,6
c2059,6,4
c2060,5,5
c2061,5,4
c2062,5,5
c2063,3,2
c2064,5,5
c2065,2,3
c2066,5,5
c2067,8,9
c2068,8,2
c2069,2,8
c2070,8,9
c2071,3,4
c2072,5,1
c2073,4,6
c2074,2,10
c2075,7,5
c2076,5,5
c2077,4,5
c2078,3,9
c2079,3,8
c2080,6,6
c2081,5,5
c2082,5,5
c2083,3,7
c2084,5,6
c2085,5,6
c2086,8,7
c2087,4,7
c2088,4,2
c2089,6,4
c2090,3,1
c2091,4,4
c2092,5,6
c2093,5,5
c2094,8,7
c2095,6,4
c2096,3,1
c2097,3,7
c2098,2,10
c2099,4,5
c2100,4,5
c2101,5,9
c2102,6,4
c2103,4,4
c2104,4,4
c2105,3,7
c2106,6,4
c2107,6,4
c2108,4,9
c2109,6,4
c2110,4,6
c2111,6,5
c2112,4,5
c2113,6,7
c2114,2,9
c2115,5,5
c2116,6,5
c2117,6,6
c2118,4,5
c2119,6,6
c2120,5,5
c2121,3,8
c2122,9,1
c2123,9,10
c2124,4,4
c2125,4,5
c2126,5,5
c2127,4,5
c2128,5,6
c2129,4,3
c2130,6,7
c2131,5,4
c2132,8,1
c2133,4,6
c2134,5,5
c2135,4,6
c2136,7,8
c2137,6,6
c2138,6,6
c2139,5,5
c2140,9,9
c2141,5,6
c2142,6,6
c2143,7,7
c2144,6,5
c2145,7,7
c2146,7,3
c2147,3,5
c2148,7,4
c2149,5,9
c2150,3,7
c2151,3,3
c2152,7,8
c2153,4,4
c2154,5,6
c2155,4,7
c2156,6,6
c2157,10,2
c2158,6,4
c2159,5,6
c2160,6,10
c2161,4,9
c2162,6,6
c2163,4,5
c2164,7,4
c2165,5,5
c2166,6,4
c2167,5,9
c2168,6,1
c2169,7,9
c2170,5,5
c2171,3,9
c2172,3,7
c2173,5,6
c2174,4,6
c2175,7,10
c2176,9,9
c2177,5,6
c2178,3,3
c2179,4,6
c2180,6,4
c2181,5,5
c2182,4,5
c2183,8,2
c2184,5,4
c2185,5,4
c2186,7,3
c2187,1,10
c2188,5,5
c2189,5,5
c2190,7,3
c2191,7,8
c2192,2,5
c2193,6,5
c2194,7,2
c2195,6,6
c2196,2,2
c2197,4,10
c2198,6,4
c2199,4,6
c2200,8,9
c2201,5,9
c2202,7,3
c2203,3,7
c2204,4,1
c2205,7,1
c2206,2,10
c2207,6,5
c2208,5,4
c2209,3,7
c2210,4,10
c2211,4,3
c2212,7,10
c2213,4,4
c2214,5,6
c2215,2,6
c2216,1,9
c2217,7,9
c2218,4,5
c2219,7,3
c2220,5,6
c2221,7,3
c2222,7,1
c2223,5,5
c2224,8,7
c2225,6,5
c2226,6,4
c2227,8,8
c2228,7,2
c2229,7,3
c2230,5,6
c2231,6,1
c2232,5,5
c2233,5,4
c2234,7,8
c2235,7,10
c2236,6,6
c2237,3,3
c2238,4,6
c2239,6,6
c2240,6,5
c2241,3,3
c2242,6,4
c2243,4,4
c2244,4,3
c2245,7,6
c2246,5,5
c2247,6,9
c2248,4,6
c2249,7,3
c2250,8,8
c2251,6,5
c2252,6,5
c2253,4,5
c2254,4,4
c2255,4,10
c2256,6,5
c2257,4,4
c2258,6,5
c2259,7,9
c2260,6,6
c2261,4,5
c2262,5,5
c2263,3,3
c2264,5,5
c2265,6,8
c2266,7,3
c2267,5,5
c2268,7,4
c2269,5,6
c2270,5,4
c2271,8,10
c2272,6,4
c2273,3,8
c2274,4,4
c2275,7,3
c2276,3,1
c2277,5,7
c2278,6,4
c2279,5,4
c2280,7,1
c2281,6,7
c2282,2,9
c2283,3,4
c2284,6,6
c2285,4,4
c2286,5,5
c2287,6,7
c2288,6,6
c2289,6,6
c2290,7,9
c2291,6,3
c2292,1,2
c2293,4,5
c2294,4,6
c2295,3,6
c2296,4,5
c2297,9,10
c2298,5,5
c2299,8,10
c2300,5,7
c2301,3,7
c2302,5,5
c2303,4,4
c2304,4,6
c2305,3,4
c2306,4,4
c2307,6,6
c2308,7,5
c2309,7,3
c2310,6,7
c2311,9,9
c2312,3,2
c2313,3,7
c2314,6,4
c2315,1,8
c2316,4,6
c2317,3,5
c2318,4,5
c2319,5,6
c2320,6,1
c2321,4,4
c2322,8,8
c2323,5,4
c2324,2,9
c2325,5,5
c2326,6,4
c2327,4,6
c2328,5,6
c2329,2,9
c2330,8,2
c2331,3,8
c2332,4,4
c2333,3,7
c2334,5,4
c2335,3,7
c2336,6,5
c2337,6,5
c2338,2,1
c2339,5,5
c2340,5,5
c2341,2,2
c2342,6,4
c2343,2,1
c2344,2,1
c2345,4,5
c2346,5,6
c2347,5,6
c2348,5,5
c2349,6,5
c2350,6,6
c2351,6,5
c2352,5,8
c2353,4,6
c2354,8,2
c2355,3,4
c2356,6,6
c2357,4,3
c2358,3,10
c2359,5,5
c2360,9,8
c2361,5,5
c2362,4,6
c2363,1,6
c2364,5,5
c2365,7,7
c2366,4,4
c2367,4,5
c2368,7,4
c2369,7,9
c2370,6,7
c2371,5,4
c2372,3,2
c2373,5,5
c2374,3,6
c2375,7,7
c2376,4,5
c2377,6,3
c2378,4,4
c2379,5,5
c2380,3,10
c2381,7,7
c2382,3,3
c2383,7,7
c2384,6,4
c2385,6,6
c2386,2,9
c2387,4,4
c2388,6,9
c2389,7,3
c2390,6,5
c2391,6,4
c2392,8,6
c2393,5,5
c2394,3,3
c2395,5,9
c2396,3,3
c2397,3,3
c2398,7,7
c2399,3,4
c2400,5,5
c2401,7,7
c2402,5,5
c2403,6,6
c2404,3,3
c2405,7,6
c2406,7,8
c2407,8,1
c2408,6,6
c2409,5,5
c2410,9,8
c2411,6,6
c2412,3,3
c2413,7,3
c2414,4,5
c2415,3,3
c2416,7,7
c2417,3,1
c2418,2,1
c2419,5,8
c2420,7,7
c2421,6,5
c2422,5,7
c2423,6,6
c2424,6,6
c2425,3,9
c2426,5,5
c2427,6,4
c2428,4,6
c2429,9,8
c2430,4,5
c2431,2,2
c2432,5,6
c2433,6,6
c2434,4,4
c2435,3,9
c2436,4,5
c2437,2,2
c2438,6,9
c2439,6,4
c2440,6,6
c2441,3,1
c2442,6,4
c2443,4,4
c2444,5,6
c2445,9,9
c2446,5,4
c2447,9,8
c2448,7,7
c2449,7,4
c2450,6,6
c2451,4,6
c2452,7,7
c2453,6,4
c2454,6,2
c2455,4,6
c2456,1,2
c2457,6,6
c2458,6,4
c2459,4,5
c2460,4,6
c2461,6,5
c2462,4,4
c2463,5,5
c2464,7,3
c2465,6,5
c2466,4,5
c2467,3,7
c2468,7,3
c2469,5,5
c2470,5,5
c2471,4,6
c2472,4,4
c2473,3,4
c2474,6,4
c2475,5,6
c2476,4,4
c2477,7,7
c2478,6,5
c2479,2,9
c2480,7,7
c2481,6,6
c2482,5,4
c2483,3,5
c2484,4,6
c2485,6,6
c2486,5,6
c2487,5,4
c2488,5,3
c2489,6,5
c2490,6,5
c2491,5,2
c2492,6,3
c2493,7,9
c2494,4,6
c2495,7,3
c2496,4,4
c2497,5,6
c2498,3,8
c2499,3,8
c2500,3,3
c2501,5,6
c2502,6,4
c2503,5,8
c2504,6,4
c2505,3,4
c2506,6,7
c2507,5,5
c2508,3,7
c2509,5,4
c2510,6,7
c2511,2,1
c2512,2,1
c2513,6,2
c2514,4,6
c2515,5,5
c2516,5,6
c2517,6,2
c2518,3,1
c2519,5,4
c2520,7,2
c2521,3,3
c2522,5,6
c2523,4,2
c2524,4,4
c2525,6,6
c2526,5,6
c2527,3,5
c2528,4,6
c2529,4,10
c2530,5,4
c2531,7,6
c2532,4,6
c2533,6,5
c2534,6,6
c2535,7,2
c2536,3,10
c2537,6,6
c2538,4,6
c2539,4,6
c2540,5,4
c2541,4,6
c2542,5,4
c2543,7,5
c2544,4,9
c2545,4,4
c2546,4,5
c2547,4,3
c2548,6,4
c2549,7,1
c2550,3,10
c2551,7,8
c2552,6,5
c2553,5,4
c2554,4,4
c2555,6,5
c2556,5,4
c2557,4,3
c2558,2,1
c2559,5,2
c2560,4,6
c2561,4,6
c2562,3,4
c2563,3,5
c2564,5,5
c2565,3,5
c2566,5,5
c2567,7,2
c2568,8,1
c2569,5,5
c2570,3,7
c2571,6,6
c2572,5,5
c2573,7,7
c2574,5,3
c2575,6,4
c2576,6,6
c2577,7,3
c2578,7,3
c2579,5,5
c2580,4,7
c2581,8,5
c2582,7,2
c2583,5,4
c2584,5,4
c2585,8,10
c2586,7,3
c2587,6,6
c2588,4,4
c2589,4,5
c2590,3,2
c2591,6,4
c2592,5,4
c2593,5,1
c2594,6,5
c2595,2,1
c2596,6,4
c2597,4,9
c2598,7,7
c2599,7,10
c2600,5,5
c2601,3,6
c2602,3,5
c2603,1,9
c2604,5,5
c2605,4,6
c2606,4,5
c2607,5,5
c2608,5,10
c2609,5,5
c2610,6,6
c2611,5,5
c2612,2,2
c2613,5,9
c2614,5,5
c2615,7,5
c2616,6,6
c2617,5,5
c2618,1,1
c2619,5,5
c2620,6,5
c2621,4,4
c2622,2,2
c2623,5,5
c2624,2,2
c2625,4,6
c2626,2,2
c2627,6,4
c2628,7,3
c2629,5,5
c2630,7,3
c2631,3,7
c2632,5,9
c2633,9,10
c2634,5,6
c2635,7,5
c2636,3,9
c2637,6,4
c2638,6,5
c2639,6,10
c2640,4,5
c2641,8,9
c2642,2,2
c2643,6,6
c2644,6,6
c2645,3,7
c2646,8,1
c2647,6,2
c2648,6,3
c2649,4,6
c2650,6,6
c2651,6,6
c2652,2,9
c2653,3,7
c2654,7,5
c2655,5,5
c2656,2,3
c2657,7,10
c2658,3,9
c2659,6,9
c2660,3,7
c2661,8,2
c2662,6,6
c2663,9,7
c2664,4,6
c2665,4,6
c2666,4,6
c2667,6,4
c2668,2,10
c2669,7,9
c2670,3,7
c2671,5,5
c2672,5,4
c2673,7,6
c2674,7,1
c2675,6,3
c2676,7,3
c2677,7,2
c2678,7,8
c2679,8,8
c2680,6,6
c2681,5,6
c2682,5,4
c2683,7,1
c2684,2,1
c2685,3,10
c2686,2,1
c2687,4,1
c2688,8,9
c2689,5,5
c2690,5,5
c2691,4,5
c2692,2,10
c2693,5,6
c2694,8,8
c2695,5,6
c2696,3,3
c2697,5,5
c2698,7,7
c2699,4,4
c2700,6,6
c2701,5,6
c2702,8,8
c2703,3,4
c2704,3,9
c2705,5,6
c2706,6,6
c2707,7,7
c2708,5,9
c2709,5,5
c2710,5,5
c2711,10,8
c2712,3,8
c2713,7,3
c2714,6,6
c2715,5,5
c2716,4,6
c2717,5,5
c2718,3,2
c2719,5,6
c2720,7,3
c2721,4,6
c2722,7,3
c2723,5,5
c2724,9,8
c2725,4,6
c2726,5,5
c2727,6,5
c2728,2,9
c2729,3,9
c2730,6,4
c2731,2,2
c2732,4,6
c2733,3,4
c2734,5,5
c2735,4,4
c2736,2,2
c2737,3,4
c2738,6,6
c2739,4,3
c2740,3,6
c2741,3,7
c2742,2,2
c2743,5,5
c2744,7,2
c2745,2,10
c2746,4,7
c2747,6,5
c2748,6,7
c2749,8,8
c2750,4,5
c2751,6,4
c2752,4,2
c2753,6,6
c2754,4,5
c2755,5,10
c2756,4,6
c2757,3,3
c2758,5,6
c2759,7,2
c2760,7,9
c2761,6,6
c2762,4,4
c2763,3,3
c2764,5,5
c2765,5,6
c2766,5,5
c2767,6,4
c2768,4,4
c2769,5,6
c2770,5,5
c2771,6,6
c2772,6,4
c2773,3,8
c2774,2,2
c2775,7,3
c2776,6,4
c2777,4,4
c2778,4,4
c2779,4,6
c2780,5,6
c2781,4,5
c2782,7,4
c2783,1,2
c2784,6,5
c2785,5,6
c2786,5,4
c2787,4,4
c2788,7,3
c2789,5,5
c2790,8,1
c2791,3,3
c2792,4,4
c2793,6,7
c2794,6,7
c2795,4,5
c2796,5,7
c2797,6,4
c2798,2,10
c2799,6,6
c2800,6,4
c2801,3,7
c2802,4,4
c2803,4,10
c2804,5,6
c2805,3,8
c2806,2,8
c2807,4,5
c2808,4,4
c2809,5,7
c2810,8,10
c2811,7,2
c2812,5,6
c2813,5,4
c2814,3,7
c2815,5,4
c2816,4,6
c2817,4,2
c2818,6,4
c2819,5,1
c2820,8,8
c2821,3,6
c2822,6,4
c2823,4,10
c2824,5,5
c2825,4,10
c2826,6,8
c2827,4,4
c2828,5,4
c2829,4,4
c2830,5,5
c2831,7,1
c2832,5,8
c2833,5,4
c2834,6,4
c2835,4,5
c2836,4,6
c2837,4,1
c2838,6,6
c2839,5,5
c2840,5,4
c2841,4,6
c2842,6,4
c2843,6,2
c2844,7,7
c2845,5,5
c2846,4,4
c2847,5,6
c2848,5,4
c2849,6,4
c2850,3,7
c2851,5,5
c2852,7,7
c2853,6,5
c2854,4,5
c2855,5,4
c2856,6,6
c2857,7,7
c2858,5,5
c2859,6,5
c2860,2,8
c2861,3,4
c2862,4,4
c2863,4,6
c2864,5,6
c2865,1,8
c2866,3,2
c2867,10,10
c2868,8,8
c2869,5,6
c2870,5,5
c2871,5,6
c2872,4,5
c2873,3,9
c2874,3,6
c2875,5,5
c2876,1,9
c2877,5,6
c2878,4,4
c2879,6,8
c2880,2,8
c2881,5,5
c2882,5,4
c2883,6,4
c2884,4,5
c2885,5,6
c2886,4,9
c2887,7,3
c2888,6,6
c2889,3,9
c2890,5,6
c2891,6,4
c2892,6,5
c2893,5,4
c2894,5,5
c2895,8,9
c2896,5,6
c2897,4,1
c2898,6,6
c2899,4,4
c2900,4,6
c2901,6,4
c2902,7,5
c2903,5,4
c2904,3,7
c2905,7,2
c2906,2,9
c2907,2,7
c2908,2,1
c2909,5,5
c2910,5,5
c2911,4,9
c2912,5,5
c2913,2,2
c2914,5,4
c2915,4,6
c2916,5,3
c2917,5,5
c2918,4,6
c2919,3,8
c2920,7,3
c2921,5,5
c2922,4,5
c2923,7,7
c2924,4,5
c2925,7,2
c2926,7,6
c2927,4,6
c2928,4,5
c2929,5,5
c2930,4,5
c2931,4,10
c2932,7,9
c2933,7,8
c2934,6,8
c2935,8,2
c2936,3,2
c2937,6,4
c2938,5,6
c2939,5,5
c2940,6,4
c2941,5,4
c2942,7,2
c2943,5,5
c2944,6,6
c2945,4,4
c2946,3,8
c2947,3,3
c2948,5,6
c2949,4,4
c2950,6,8
c2951,4,5
c2952,6,4
c2953,5,5
c2954,3,3
c2955,4,6
c2956,6,6
c2957,5,4
c2958,4,6
c2959,5,7
c2960,8,2
c2961,7,1
c2962,2,10
c2963,5,6
c2964,7,1
c2965,3,3
c2966,6,6
c2967,3,10
c2968,6,1
c2969,7,3
c2970,6,7
c2971,7,8
c2972,5,5
c2973,5,6
c2974,8,9
c2975,3,8
c2976,4,5
c2977,5,4
c2978,5,4
c2979,5,5
c2980,5,4
c2981,2,1
c2982,5,6
c2983,5,6
c2984,6,4
c2985,6,5
c2986,5,5
c2987,3,8
c2988,4,4
c2989,5,5
c2990,5,4
c2991,5,9
c2992,4,5
c2993,4,4
c2994,7,8
c2995,3,5
c2996,4,5
c2997,5,4
c2998,6,5
c2999,4,6
c3000,3,3
c3001,4,5
c3002,7,7
c3003,4,6
c3004,6,6
c3005,7,4
c3006,4,5
c3007,5,4
c3008,4,6
c3009,5,4
c3010,4,6
c3011,2,1
c3012,3,7
c3013,5,5
c3014,6,6
c3015,3,7
c3016,5,5
c3017,4,7
c3018,6,4
c3019,4,6
c3020,2,8
c3021,10,8
c3022,4,4
c3023,4,4
c3024,3,4
c3025,3,7
c3026,3,5
c3027,3,1
c3028,4,4
c3029,4,6
c3030,5,10
c3031,4,5
c3032,7,7
c3033,1,1
c3034,3,3
c3035,4,4
c3036,7,3
c3037,4,6
c3038,7,1
c3039,2,9
c3040,7,8
c3041,5,9
c3042,2,8
c3043,2,9
c3044,2,4
c3045,4,6
c3046,7,1
c3047,3,3
c3048,5,5
c3049,5,5
c3050,5,8
c3051,6,6
c3052,4,5
c3053,5,8
c3054,3,5
c3055,5,9
c3056,6,8
c3057,1,8
c3058,5,3
c3059,7,7
c3060,3,3
c3061,3,7
c3062,2,8
c3063,4,6
c3064,5,4
c3065,6,5
c3066,6,3
c3067,3,10
c3068,3,10
c3069,1,1
c3070,4,5
c3071,4,9
c3072,4,6
c3073,7,9
c3074,2,9
c3075,6,4
c3076,4,5
c3077,6,5
c3078,2,10
c3079,6,4
c3080,3,2
c3081,3,5
c3082,5,6
c3083,4,4
c3084,3,3
c3085,7,3
c3086,7,5
c3087,4,6
c3088,3,9
c3089,7,5
c3090,7,7
c3091,7,9
c3092,9,9
c3093,5,5
c3094,6,4
c3095,5,6
c3096,5,4
c3097,5,4
c3098,7,3
c3099,7,8
c3100,6,5
c3101,4,4
c3102,7,1
c3103,4,5
c3104,3,3
c3105,4,6
c3106,2,1
c3107,5,5
c3108,4,4
c3109,6,6
c3110,7,3
c3111,5,5
c3112,5,4
c3113,5,4
c3114,3,7
c3115,7,6
c3116,5,10
c3117,4,4
c3118,4,6
c3119,5,6
c3120,4,5
c3121,5,4
c3122,6,4
c3123,5,4
c3124,3,1
c3125,4,5
c3126,5,6
c3127,5,6
c3128,4,7
c3129,6,4
c3130,3,1
c3131,4,4
c3132,4,4
c3133,3,10
c3134,3,7
c3135,3,6
c3136,2,8
c3137,3,2
c3138,4,5
c3139,3,8
c3140,5,6
c3141,4,5
c3142,5,5
c3143,3,2
c3144,5,4
c3145,4,7
c3146,4,6
c3147,6,4
c3148,2,8
c3149,6,6
c3150,5,5
c3151,6,4
c3152,7,7
c3153,7,6
c3154,8,1
c3155,4,4
c3156,6,10
c3157,3,8
c3158,4,5
c3159,5,4
c3160,7,8
c3161,7,7
c3162,4,4
c3163,4,5
c3164,4,6
c3165,6,2
c3166,4,1
c3167,6,4
c3168,6,6
c3169,5,6
c3170,2,1
c3171,3,7
c3172,8,2
c3173,3,8
c3174,3,10
c3175,4,9
c3176,6,4
c3177,4,6
c3178,8,8
c3179,7,3
c3180,6,6
c3181,8,1
c3182,5,5
c3183,6,4
c3184,4,6
c3185,9,10
c3186,5,5
c3187,4,4
c3188,7,7
c3189,6,4
c3190,10,10
c3191,5,5
c3192,5,6
c3193,4,2
c3194,6,2
c3195,5,6
c3196,7,7
c3197,3,7
c3198,5,6
c3199,4,1
c3200,4,4
c3201,4,5
c3202,7,8
c3203,5,6
c3204,4,5
c3205,3,3
c3206,6,6
c3207,4,9
c3208,4,10
c3209,5,6
c3210,5,4
c3211,3,8
c3212,6,3
c3213,4,6
c3214,6,7
c3215,3,6
c3216,6,4
c3217,5,6
c3218,7,2
c3219,5,4
c3220,4,4
c3221,6,6
c3222,4,5
c3223,7,9
c3224,8,1
c3225,5,5
c3226,5,5
c3227,4,5
c3228,7,3
c3229,6,5
c3230,3,9
c3231,4,4
c3232,7,8
c3233,4,5
c3234,6,6
c3235,5,4
c3236,7,6
c3237,5,5
c3238,2,8
c3239,6,4
c3240,5,4
c3241,5,5
c3242,4,10
c3243,7,3
c3244,1,9
c3245,2,1
c3246,7,8
c3247,6,5
c3248,5,8
c3249,5,5
c3250,7,2
c3251,4,4
c3252,4,5
c3253,4,6
c3254,9,3
c3255,8,2
c3256,2,10
c3257,6,4
c3258,6,4
c3259,6,5
c3260,5,5
c3261,4,4
c3262,5,5
c3263,6,4
c3264,6,4
c3265,5,5
c3266,3,7
c3267,6,10
c3268,4,4
c3269,2,1
c3270,3,7
c3271,7,3
c3272,8,1
c3273,3,3
c3274,5,4
c3275,7,2
c3276,1,2
c3277,5,5
c3278,4,4
c3279,6,4
c3280,6,6
c3281,6,6
c3282,6,6
c3283,5,6
c3284,6,4
c3285,5,5
c3286,6,5
c3287,3,8
c3288,1,9
c3289,7,3
c3290,7,7
c3291,4,6
c3292,3,3
c3293,4,6
c3294,4,6
c3295,3,7
c3296,4,6
c3297,6,4
c3298,8,6
c3299,5,4
c3300,6,5
c3301,3,7
c3302,4,6
c3303,6,4
c3304,8,9
c3305,6,4
c3306,8,10
c3307,7,7
c3308,5,5
c3309,4,4
c3310,7,9
c3311,5,9
c3312,4,5
c3313,5,10
c3314,4,6
c3315,3,5
c3316,6,6
c3317,7,7
c3318,4,4
c3319,3,8
c3320,7,4
c3321,7,3
c3322,6,4
c3323,7,5
c3324,5,5
c3325,3,8
c3326,2,1
c3327,5,5
c3328,6,4
c3329,4,4
c3330,8,2
c3331,3,3
c3332,5,5
c3333,5,8
c3334,6,6
c3335,4,4
c3336,7,3
c3337,4,4
c3338,4,7
c3339,5,4
c3340,4,6
c3341,3,7
c3342,8,2
c3343,2,8
c3344,3,9
c3345,4,4
c3346,7,8
c3347,5,1
c3348,3,8
c3349,5,5
c3350,5,5
c3351,3,7
c3352,3,2
c3353,4,4
c3354,2,3
c3355,5,9
c3356,4,1
c3357,4,5
c3358,6,5
c3359,2,3
c3360,6,6
c3361,6,6
c3362,3,1
c3363,8,2
c3364,2,9
c3365,5,5
c3366,4,4
c3367,6,2
c3368,7,2
c3369,5,5
c3370,4,5
c3371,5,6
c3372,4,9
c3373,4,4
c3374,5,4
c3375,6,4
c3376,5,5
c3377,5,5
c3378,5,5
c3379,1,9
c3380,4,4
c3381,7,8
c3382,5,2
c3383,2,2
c3384,3,8
c3385,5,10
c3386,5,3
c3387,5,6
c3388,6,5
c3389,8,2
c3390,7,2
c3391,4,6
c3392,3,7
c3393,5,6
c3394,5,8
c3395,5,9
c3396,6,6
c3397,6,5
c3398,7,6
c3399,7,5
c3400,1,9
c3401,2,2
c3402,9,8
c3403,6,10
c3404,9,2
c3405,5,5
c3406,5,6
c3407,5,5
c3408,5,4
c3409,6,6
c3410,7,10
c3411,2,10
c3412,5,4
c3413,4,5
c3414,5,4
c3415,8,2
c3416,4,5
c3417,4,9
c3418,8,7
c3419,6,4
c3420,5,5
c3421,7,6
c3422,5,6
c3423,3,10
c3424,7,7
c3425,5,9
c3426,6,6
c3427,6,4
c3428,4,4
c3429,4,7
c3430,6,5
c3431,2,2
c3432,5,7
c3433,6,10
c3434,5,5
c3435,5,4
c3436,5,5
c3437,3,3
c3438,4,4
c3439,6,6
c3440,7,10
c3441,2,9
c3442,4,6
c3443,7,3
c3444,7,3
c3445,4,4
c3446,4,6
c3447,5,5
c3448,3,7
c3449,4,4
c3450,3,5
c3451,4,1
c3452,6,7
c3453,3,4
c3454,2,1
c3455,3,5
c3456,4,6
c3457,3,3
c3458,6,6
c3459,4,6
c3460,2,2
c3461,6,10
c3462,3,7
c3463,4,4
c3464,4,6
c3465,8,2
c3466,2,9
c3467,5,4
c3468,4,4
c3469,4,1
c3470,7,7
c3471,4,4
c3472,1,1
c3473,6,4
c3474,8,8
c3475,6,6
c3476,4,5
c3477,5,6
c3478,4,6
c3479,4,7
c3480,7,6
c3481,8,10
c3482,4,5
c3483,5,4
c3484,8,9
c3485,8,8
c3486,6,4
c3487,5,5
c3488,5,6
c3489,4,4
c3490,1,10
c3491,4,6
c3492,9,2
c3493,7,7
c3494,5,5
c3495,6,5
c3496,4,6
c3497,7,2
c3498,5,4
c3499,6,3
c3500,5,8
c3501,7,3
c3502,7,3
c3503,5,3
c3504,6,2
c3505,7,3
c3506,5,6
c3507,5,5
c3508,6,5
c3509,5,6
c3510,4,4
c3511,5,5
c3512,6,4
c3513,5,4
c3514,7,4
c3515,4,4
c3516,5,5
c3517,7,7
c3518,3,4
c3519,6,5
c3520,7,7
c3521,5,6
c3522,4,4
c3523,5,5
c3524,6,4
c3525,5,5
c3526,7,2
c3527,7,10
c3528,4,6
c3529,5,5
c3530,6,4
c3531,7,9
c3532,4,4
c3533,6,6
c3534,4,6
c3535,4,4
c3536,5,6
c3537,5,6
c3538,3,3
c3539,4,6
c3540,7,4
c3541,6,5
c3542,2,5
c3543,5,4
c3544,4,8
c3545,6,5
c3546,5,6
c3547,4,6
c3548,4,6
c3549,5,4
c3550,1,3
c3551,7,3
c3552,4,6
c3553,5,6
c3554,5,4
c3555,5,4
c3556,6,5
c3557,2,9
c3558,7,3
c3559,6,4
c3560,5,5
c3561,5,10
c3562,6,6
c3563,5,6
c3564,5,4
c3565,3,5
c3566,8,7
c3567,2,1
c3568,6,5
c3569,4,4
c3570,4,6
c3571,7,7
c3572,4,4
c3573,4,6
c3574,5,2
c3575,4,5
c3576,3,3
c3577,6,6
c3578,3,7
c3579,6,6
c3580,4,6
c3581,2,2
c3582,4,6
c3583,6,6
c3584,7,7
c3585,4,4
c3586,4,6
c3587,5,6
c3588,7,10
c3589,2,9
c3590,3,7
c3591,5,6
c3592,4,5
c3593,4,1
c3594,6,4
c3595,5,6
c3596,4,5
c3597,6,8
c3598,4,4
c3599,6,6
c3600,5,6
c3601,4,8
c3602,8,2
c3603,4,5
c3604,7,4
c3605,4,6
c3606,7,7
c3607,4,4
c3608,4,9
c3609,9,9
c3610,5,5
c3611,7,7
c3612,5,5
c3613,7,4
c3614,6,4
c3615,2,2
c3616,7,1
c3617,6,6
c3618,7,4
c3619,5,10
c3620,4,4
