client,true_value,mrr_value
c1872,26,11
c1873,3,56
c1874,6,94
c1875,2,89
c1876,11,29
c1877,9,74
c1878,1,1
c1879,2,54
c1880,45,70
c1881,11,27
c1882,16,96
c1883,16,55
c1884,43,57
c1885,12,56
c1886,2,2
c1887,40,51
c1888,31,27
c1889,16,9
c1890,27,56
c1891,44,71
c1892,17,21
c1893,13,24
c1894,12,12
c1895,19,44
c1896,5,43
c1897,14,63
c1898,6,6
c1899,49,21
c1900,36,86
c1901,27,27
c1902,16,12
c1903,16,46
c1904,37,24
c1905,15,15
c1906,31,7
c1907,20,10
c1908,10,52
c1909,5,23
c1910,10,71
c1911,3,30
c1912,2,2
c1913,4,58
c1914,2,2
c1915,10,96
c1916,16,19
c1917,51,6
c1918,6,44
c1919,9,17
c1920,5,32
c1921,14,52
c1922,48,74
c1923,30,16
c1924,33,9
c1925,18,41
c1926,4,75
c1927,22,32
c1928,15,15
c1929,5,88
c1930,5,15
c1931,51,51
c1932,16,27
c1933,27,27
c1934,24,93
c1935,32,19
c1936,30,30
c1937,21,20
c1938,2,45
c1939,45,93
c1940,1,1
c1941,93,33
c1942,4,46
c1943,2,4
c1944,15,62
c1945,53,50
c1946,5,86
c1947,14,14
c1948,19,12
c1949,75,75
c1950,1,1
c1951,13,34
c1952,7,70
c1953,2,25
c1954,3,49
c1955,5,91
c1956,3,56
c1957,13,91
c1958,47,56
c1959,10,21
c1960,11,2
c1961,2,18
c1962,4,28
c1963,22,61
c1964,40,35
c1965,30,27
c1966,60,88
c1967,9,10
c1968,37,98
c1969,11,11
c1970,14,14
c1971,27,35
c1972,19,26
c1973,15,43
c1974,3,97
c1975,42,63
c1976,17,100
c1977,23,62
c1978,41,58
c1979,12,92
c1980,66,59
c1981,24,43
c1982,2,2
c1983,8,8
c1984,4,73
c1985,3,86
c1986,27,53
c1987,2,93
c1988,5,53
c1989,39,37
c1990,74,8
c1991,12,38
c1992,26,32
c1993,4,4
c1994,35,90
c1995,6,57
c1996,70,62
c1997,1,8
c1998,6,10
c1999,22,22
c2000,3,22
c2001,52,67
c2002,8,60
c2003,20,5
c2004,8,43
c2005,3,67
c2006,35,12
c2007,52,14
c2008,32,32
c2009,15,15
c2010,13,13
c2011,1,33
c2012,17,17
c2013,42,78
c2014,14,21
c2015,4,48
c2016,3,75
c2017,54,64
c2018,14,8
c2019,5,59
c2020,15,31
c2021,3,22
c2022,5,32
c2023,9,14
c2024,6,6
c2025,50,46
c2026,9,27
c2027,28,28
c2028,20,89
c2029,23,90
c2030,2,54
c2031,26,26
c2032,27,78
c2033,8,89
c2034,16,1
c2035,20,20
c2036,5,99
c2037,29,82
c2038,32,32
c2039,11,74
c2040,11,43
c2041,27,82
c2042,8,94
c2043,14,76
c2044,2,2
c2045,17,49
c2046,11,70
c2047,24,24
c2048,45,37
c2049,3,5
c2050,18,49
c2051,3,34
c2052,87,87
c2053,9,98
c2054,4,72
c2055,22,30
c2056,53,20
c2057,11,11
c2058,5,42
c2059,18,18
c2060,4,4
c2061,56,21
c2062,14,73
c2063,2,31
c2064,13,71
c2065,32,90
c2066,13,86
c2067,17,27
c2068,12,41
c2069,24,5
c2070,42,34
c2071,7,79
c2072,17,17
c2073,19,28
c2074,11,11
c2075,20,13
c2076,7,7
c2077,14,14
c2078,32,25
c2079,9,9
c2080,21,21
c2081,63,68
c2082,5,22
c2083,6,5
c2084,6,46
c2085,1,27
c2086,17,21
c2087,1,87
c2088,9,88
c2089,6,99
c2090,45,69
c2091,44,44
c2092,3,74
c2093,2,73
c2094,3,3
c2095,3,80
c2096,18,4
c2097,1,16
c2098,64,90
c2099,25,98
c2100,8,95
c2101,21,33
c2102,22,22
c2103,14,57
c2104,46,94
c2105,54,18
c2106,14,19
c2107,17,72
c2108,3,50
c2109,15,17
c2110,8,79
c2111,2,92
c2112,12,74
c2113,18,75
c2114,3,3
c2115,21,7
c2116,7,22
c2117,3,3
c2118,14,98
c2119,24,30
c2120,22,22
c2121,1,64
c2122,2,2
c2123,5,90
c2124,11,28
c2125,1,99
c2126,4,94
c2127,8,55
c2128,4,35
c2129,23,23
c2130,9,85
c2131,37,47
c2132,3,92
c2133,11,11
c2134,95,64
c2135,16,5
c2136,7,68
c2137,6,56
c2138,34,18
c2139,4,6
c2140,3,88
c2141,26,63
c2142,5,39
c2143,45,78
c2144,69,90
c2145,3,28
c2146,8,8
c2147,2,17
c2148,5,25
c2149,1,17
c2150,13,76
c2151,63,30
c2152,7,50
c2153,3,3
c2154,37,47
c2155,37,37
c2156,3,28
c2157,14,72
c2158,24,49
c2159,9,9
c2160,29,29
c2161,5,9
c2162,48,44
c2163,65,34
c2164,1,94
c2165,8,13
c2166,3,3
c2167,24,8
c2168,72,95
c2169,51,76
c2170,3,51
c2171,4,78
c2172,80,11
c2173,28,62
c2174,16,82
c2175,40,31
c2176,20,32
c2177,33,28
c2178,12,45
c2179,43,41
c2180,5,3
c2181,2,11
c2182,18,18
c2183,21,50
c2184,9,78
c2185,20,20
c2186,3,73
c2187,12,96
c2188,10,10
c2189,8,53
c2190,36,36
c2191,2,38
c2192,5,44
c2193,5,5
c2194,9,9
c2195,22,4
c2196,70,47
c2197,11,48
c2198,15,14
c2199,11,11
c2200,33,100
c2201,36,44
c2202,10,7
c2203,2,61
c2204,49,30
c2205,3,3
c2206,8,36
c2207,12,12
c2208,53,62
c2209,2,62
c2210,1,84
c2211,1,1
c2212,19,64
c2213,39,39
c2214,2,62
c2215,62,62
c2216,5,90
c2217,3,87
c2218,48,50
c2219,42,32
c2220,44,92
c2221,13,45
c2222,11,32
c2223,6,57
c2224,1,49
c2225,2,97
c2226,7,100
c2227,11,13
c2228,74,78
c2229,12,2
c2230,28,28
c2231,5,26
c2232,1,41
c2233,3,3
c2234,19,83
c2235,5,5
c2236,26,26
c2237,13,1
c2238,4,4
c2239,21,37
c2240,5,59
c2241,7,20
c2242,10,87
c2243,12,70
c2244,9,22
c2245,18,28
c2246,9,35
c2247,15,15
c2248,5,98
c2249,68,24
c2250,33,33
c2251,6,24
c2252,52,95
c2253,24,91
c2254,18,64
c2255,4,83
c2256,7,10
c2257,12,8
c2258,12,6
c2259,23,99
c2260,4,26
c2261,28,57
c2262,12,64
c2263,39,40
c2264,11,34
c2265,64,61
c2266,22,25
c2267,16,29
c2268,21,51
c2269,34,81
c2270,23,7
c2271,15,15
c2272,19,79
c2273,60,81
c2274,6,6
c2275,14,14
c2276,18,77
c2277,13,70
c2278,2,19
c2279,59,73
c2280,32,15
c2281,7,79
c2282,26,19
c2283,3,12
c2284,15,95
c2285,24,93
c2286,9,24
c2287,14,52
c2288,18,18
c2289,10,32
c2290,50,50
c2291,13,2
c2292,4,28
c2293,36,33
c2294,5,11
c2295,56,51
c2296,1,46
c2297,11,39
c2298,11,96
c2299,23,92
c2300,12,88
c2301,32,92
c2302,11,37
c2303,50,50
c2304,31,40
c2305,7,61
c2306,10,14
c2307,39,39
c2308,8,8
c2309,31,58
c2310,6,26
c2311,37,75
c2312,25,1
c2313,28,99
c2314,30,30
c2315,34,61
c2316,10,5
c2317,17,19
c2318,2,1
c2319,7,8
c2320,4,30
c2321,10,43
c2322,33,25
c2323,2,54
c2324,8,62
c2325,15,41
c2326,61,61
c2327,51,40
c2328,6,70
c2329,12,17
c2330,11,93
c2331,54,12
c2332,3,15
c2333,19,43
c2334,12,31
c2335,4,26
c2336,6,79
c2337,8,8
c2338,17,88
c2339,13,13
c2340,20,42
c2341,5,47
c2342,23,35
c2343,45,22
c2344,42,90
c2345,7,90
c2346,45,3
c2347,41,44
c2348,29,4
c2349,8,81
c2350,4,77
c2351,97,62
c2352,7,67
c2353,57,57
c2354,5,5
c2355,2,57
c2356,64,64
c2357,17,86
c2358,5,5
c2359,37,82
c2360,16,59
c2361,26,23
c2362,58,79
c2363,8,8
c2364,13,50
c2365,7,50
c2366,5,44
c2367,3,41
c2368,11,40
c2369,37,4
c2370,4,4
c2371,23,71
c2372,7,88
c2373,6,40
c2374,21,17
c2375,10,10
c2376,10,80
c2377,9,37
c2378,19,32
c2379,48,43
c2380,7,49
c2381,19,14
c2382,1,1
c2383,11,98
c2384,8,30
c2385,1,75
c2386,23,58
c2387,16,24
c2388,12,6
c2389,17,17
c2390,63,72
c2391,21,96
c2392,3,3
c2393,13,56
c2394,10,22
c2395,22,91
c2396,76,75
c2397,3,42
c2398,2,43
c2399,4,93
c2400,16,78
c2401,36,58
c2402,5,46
c2403,7,53
c2404,41,41
c2405,37,50
c2406,9,75
c2407,10,9
c2408,3,3
c2409,2,2
c2410,16,91
c2411,3,87
c2412,37,79
c2413,18,18
c2414,7,7
c2415,21,72
c2416,20,36
c2417,26,93
c2418,82,3
c2419,21,56
c2420,25,25
c2421,4,1
c2422,24,22
c2423,1,45
c2424,4,71
c2425,10,8
c2426,45,91
c2427,7,7
c2428,8,10
c2429,15,74
c2430,36,25
c2431,15,33
c2432,1,75
c2433,10,72
c2434,13,55
c2435,8,15
c2436,5,56
c2437,19,64
c2438,5,20
c2439,35,69
c2440,4,75
c2441,14,14
c2442,25,25
c2443,2,84
c2444,7,23
c2445,19,70
c2446,11,9
c2447,8,99
c2448,11,61
c2449,3,1
c2450,29,11
c2451,2,15
c2452,12,6
c2453,62,53
c2454,11,90
c2455,18,81
c2456,34,95
c2457,1,16
c2458,13,6
c2459,15,15
c2460,15,69
c2461,24,66
c2462,2,40
c2463,15,85
c2464,18,7
c2465,5,58
c2466,9,35
c2467,64,64
c2468,18,12
c2469,9,9
c2470,10,87
c2471,14,2
c2472,36,24
c2473,39,75
c2474,8,8
c2475,15,65
c2476,19,55
c2477,9,14
c2478,38,38
c2479,40,33
c2480,9,32
c2481,19,75
c2482,2,99
c2483,17,28
c2484,63,46
c2485,15,80
c2486,8,69
c2487,1,30
c2488,2,95
c2489,7,56
c2490,22,22
c2491,27,49
c2492,36,30
c2493,40,40
c2494,46,37
c2495,21,58
c2496,26,15
c2497,17,36
c2498,10,10
c2499,11,25
c2500,52,52
c2501,10,52
c2502,30,82
c2503,10,87
c2504,26,8
c2505,3,96
c2506,5,17
c2507,25,58
c2508,9,99
c2509,5,52
c2510,18,88
c2511,10,6
c2512,8,46
c2513,29,29
c2514,4,15
c2515,11,9
c2516,7,90
c2517,6,87
c2518,8,49
c2519,2,85
c2520,2,92
c2521,44,98
c2522,13,5
c2523,6,58
c2524,31,27
c2525,12,96
c2526,41,92
c2527,37,37
c2528,51,95
c2529,15,15
c2530,37,37
c2531,11,34
c2532,37,55
c2533,25,65
c2534,14,81
c2535,4,28
c2536,43,42
c2537,16,16
c2538,13,97
c2539,33,33
c2540,58,4
c2541,15,46
c2542,12,10
c2543,5,59
c2544,19,65
c2545,27,34
c2546,16,16
c2547,6,62
c2548,8,27
c2549,4,97
c2550,50,34
c2551,23,28
c2552,16,55
c2553,1,61
c2554,7,71
c2555,43,33
c2556,18,40
c2557,7,77
c2558,12,28
c2559,32,89
c2560,65,43
c2561,1,75
c2562,4,80
c2563,23,97
c2564,17,8
c2565,29,22
c2566,14,14
c2567,25,37
c2568,4,49
c2569,1,52
c2570,21,57
c2571,60,96
c2572,13,13
c2573,11,49
c2574,29,38
c2575,23,9
c2576,3,63
c2577,2,95
c2578,17,17
c2579,11,19
c2580,12,49
c2581,13,69
c2582,10,81
c2583,6,11
c2584,1,78
c2585,22,22
c2586,18,15
c2587,22,51
c2588,9,97
c2589,27,72
c2590,14,42
c2591,25,100
c2592,5,50
c2593,15,78
c2594,21,67
c2595,1,80
c2596,15,36
c2597,59,88
c2598,37,50
c2599,15,96
c2600,13,46
c2601,10,10
c2602,1,44
c2603,9,82
c2604,49,7
c2605,16,57
c2606,12,10
c2607,3,3
c2608,4,4
c2609,1,5
c2610,11,11
c2611,21,13
c2612,1,1
c2613,2,65
c2614,23,10
c2615,12,64
c2616,2,42
c2617,43,9
c2618,7,65
c2619,8,37
c2620,19,66
c2621,21,36
c2622,35,23
c2623,8,58
c2624,32,14
c2625,28,43
c2626,11,40
c2627,14,40
c2628,3,74
c2629,21,16
c2630,24,27
c2631,22,27
c2632,18,82
c2633,60,96
c2634,58,8
c2635,3,15
c2636,5,63
c2637,25,12
c2638,28,28
c2639,22,34
c2640,15,27
c2641,1,78
c2642,7,21
c2643,5,71
c2644,20,49
c2645,11,89
c2646,12,5
c2647,4,4
c2648,9,71
c2649,21,21
c2650,7,39
c2651,24,8
c2652,5,2
c2653,6,59
c2654,5,5
c2655,13,13
c2656,41,40
c2657,74,50
c2658,37,90
c2659,11,86
c2660,4,4
c2661,4,36
c2662,18,75
c2663,47,47
c2664,2,64
c2665,27,52
c2666,8,14
c2667,61,79
c2668,14,10
c2669,2,32
c2670,19,60
c2671,9,12
c2672,12,100
c2673,10,50
c2674,12,18
c2675,14,21
c2676,6,3
c2677,53,40
c2678,40,40
c2679,3,62
c2680,13,37
c2681,16,16
c2682,2,91
c2683,18,18
c2684,20,4
c2685,7,41
c2686,20,83
c2687,15,36
c2688,31,45
c2689,54,36
c2690,8,58
c2691,52,52
c2692,38,75
c2693,1,12
c2694,6,31
c2695,7,61
c2696,24,6
c2697,3,63
c2698,5,72
c2699,20,58
c2700,18,62
c2701,5,86
c2702,22,94
c2703,4,23
c2704,21,39
c2705,13,95
c2706,15,10
c2707,27,75
c2708,15,17
c2709,2,24
c2710,3,97
c2711,25,25
c2712,20,96
c2713,5,80
c2714,69,21
c2715,12,47
c2716,33,75
c2717,41,8
c2718,21,10
c2719,15,22
c2720,10,62
c2721,24,24
c2722,1,78
c2723,2,11
c2724,11,11
c2725,7,17
c2726,6,76
c2727,3,76
c2728,57,81
c2729,10,12
c2730,7,7
c2731,11,27
c2732,24,85
c2733,6,85
c2734,12,59
c2735,53,40
c2736,53,50
c2737,14,21
c2738,5,51
c2739,28,14
c2740,18,33
c2741,14,82
c2742,2,17
c2743,19,87
c2744,46,17
c2745,71,5
c2746,25,64
c2747,1,75
c2748,6,42
c2749,30,90
c2750,8,80
c2751,9,75
c2752,33,77
c2753,54,60
c2754,12,33
c2755,10,82
c2756,7,99
c2757,22,84
c2758,9,9
c2759,26,1
c2760,10,78
c2761,86,41
c2762,1,16
c2763,4,4
c2764,22,68
c2765,20,22
c2766,19,19
c2767,60,11
c2768,8,56
c2769,22,38
c2770,9,48
c2771,6,20
c2772,16,97
c2773,2,63
c2774,9,69
c2775,24,54
c2776,16,88
c2777,8,65
c2778,1,1
c2779,2,75
c2780,62,89
c2781,12,58
c2782,8,50
c2783,4,22
c2784,8,8
c2785,6,6
c2786,33,3
c2787,2,2
c2788,21,21
c2789,24,94
c2790,20,99
c2791,25,61
c2792,18,2
c2793,13,60
c2794,11,32
c2795,86,60
c2796,79,79
c2797,34,32
c2798,12,83
c2799,24,41
c2800,5,5
c2801,21,6
c2802,9,85
c2803,7,64
c2804,16,82
c2805,10,10
c2806,16,73
c2807,43,32
c2808,6,6
c2809,37,51
c2810,36,48
c2811,15,89
c2812,2,49
c2813,1,6
c2814,10,4
c2815,20,82
c2816,4,97
c2817,4,73
c2818,18,89
c2819,12,83
c2820,5,8
c2821,36,60
c2822,26,4
c2823,15,90
c2824,33,33
c2825,21,21
c2826,17,14
c2827,5,18
c2828,22,74
c2829,2,84
c2830,2,4
c2831,15,71
c2832,8,31
c2833,56,2
c2834,33,33
c2835,9,34
c2836,2,27
c2837,17,17
c2838,48,54
c2839,19,14
c2840,41,21
c2841,2,12
c2842,37,27
c2843,49,13
c2844,56,57
c2845,45,79
c2846,24,55
c2847,14,14
c2848,4,70
c2849,3,30
c2850,4,93
c2851,2,73
c2852,50,53
c2853,20,82
c2854,13,89
c2855,9,60
c2856,38,38
c2857,5,51
c2858,11,69
c2859,19,87
c2860,2,25
c2861,8,27
c2862,5,18
c2863,8,8
c2864,33,34
c2865,7,7
c2866,41,60
c2867,14,72
c2868,40,40
c2869,53,79
c2870,7,12
c2871,4,78
c2872,17,43
c2873,18,7
c2874,9,90
c2875,38,16
c2876,4,55
c2877,7,19
c2878,6,7
c2879,13,60
c2880,26,52
c2881,14,45
c2882,6,33
c2883,30,100
c2884,84,79
c2885,3,91
c2886,4,37
c2887,14,59
c2888,7,10
c2889,12,77
c2890,42,4
c2891,12,54
c2892,46,89
c2893,8,96
c2894,9,37
c2895,10,4
c2896,34,75
c2897,4,39
c2898,23,8
c2899,7,7
c2900,17,7
c2901,17,17
c2902,5,21
c2903,33,33
c2904,34,19
c2905,8,22
c2906,36,27
c2907,15,25
c2908,16,69
c2909,10,56
c2910,31,79
c2911,15,68
c2912,5,5
c2913,5,35
c2914,11,38
c2915,17,6
c2916,22,59
c2917,19,45
c2918,11,11
c2919,31,31
c2920,2,47
c2921,12,36
c2922,3,3
c2923,13,20
c2924,15,99
c2925,3,55
c2926,19,5
c2927,43,64
c2928,37,46
c2929,26,13
c2930,12,17
c2931,39,99
c2932,2,73
c2933,6,6
c2934,39,59
c2935,14,28
c2936,3,88
c2937,18,75
c2938,21,21
c2939,52,15
c2940,70,72
c2941,60,65
c2942,8,82
c2943,24,70
c2944,9,4
c2945,36,57
c2946,7,7
c2947,2,24
c2948,13,74
c2949,13,45
c2950,25,7
c2951,1,66
c2952,19,15
c2953,20,75
c2954,10,33
c2955,43,8
c2956,29,10
c2957,23,23
c2958,2,60
c2959,47,86
c2960,12,12
c2961,25,16
c2962,1,92
c2963,6,73
c2964,11,95
c2965,4,13
c2966,72,95
c2967,1,81
c2968,1,23
c2969,15,27
c2970,20,20
c2971,5,27
c2972,27,71
c2973,11,11
c2974,15,56
c2975,6,61
c2976,15,67
c2977,14,6
c2978,96,2
c2979,16,38
c2980,7,14
c2981,42,34
c2982,25,58
c2983,9,9
c2984,25,38
c2985,11,50
c2986,24,88
c2987,96,60
c2988,7,46
c2989,2,49
c2990,30,27
c2991,15,99
c2992,72,32
c2993,31,84
c2994,25,28
c2995,3,3
c2996,14,57
c2997,27,87
c2998,20,59
c2999,22,13
c3000,9,96
c3001,86,21
c3002,26,69
c3003,44,16
c3004,16,91
c3005,1,49
c3006,13,96
c3007,12,34
c3008,31,29
c3009,20,91
c3010,36,14
c3011,20,71
c3012,33,92
c3013,5,60
c3014,6,6
c3015,46,46
c3016,63,87
c3017,32,40
c3018,13,35
c3019,19,41
c3020,44,44
c3021,18,81
c3022,9,85
c3023,34,67
c3024,39,10
c3025,11,72
c3026,4,15
c3027,29,29
c3028,21,54
c3029,15,41
c3030,18,11
c3031,15,30
c3032,15,10
c3033,99,54
c3034,61,8
c3035,5,68
c3036,8,7
c3037,14,9
c3038,8,29
c3039,18,18
c3040,2,23
c3041,11,68
c3042,41,100
c3043,92,37
c3044,6,5
c3045,19,91
c3046,20,20
c3047,52,79
c3048,3,74
c3049,1,1
c3050,3,3
c3051,4,49
c3052,4,25
c3053,53,53
c3054,12,99
c3055,18,70
c3056,30,74
c3057,14,83
c3058,16,66
c3059,13,13
c3060,27,33
c3061,1,98
c3062,60,73
c3063,53,77
c3064,12,44
c3065,27,31
c3066,30,56
c3067,2,36
c3068,5,66
c3069,24,3
c3070,12,66
c3071,52,52
c3072,67,62
c3073,23,1
c3074,9,59
c3075,3,49
c3076,28,20
c3077,3,31
c3078,11,54
c3079,36,48
c3080,44,9
c3081,19,79
c3082,9,100
c3083,46,95
c3084,35,48
c3085,51,59
c3086,2,100
c3087,4,5
c3088,15,76
c3089,30,30
c3090,8,68
c3091,12,73
c3092,13,40
c3093,16,20
c3094,22,36
c3095,26,76
c3096,6,27
c3097,9,51
c3098,5,92
c3099,32,32
c3100,17,72
c3101,24,70
c3102,1,1
c3103,19,100
c3104,10,38
c3105,33,99
c3106,9,14
c3107,26,62
c3108,10,69
c3109,33,33
c3110,39,23
c3111,4,24
c3112,31,61
c3113,3,24
c3114,10,91
c3115,7,7
c3116,20,56
c3117,4,9
c3118,5,22
c3119,60,60
c3120,6,100
c3121,4,71
c3122,31,31
c3123,28,62
c3124,54,70
c3125,44,74
c3126,1,92
c3127,28,89
c3128,21,79
c3129,28,28
c3130,7,32
c3131,25,10
c3132,23,22
c3133,7,7
c3134,6,6
c3135,12,12
c3136,26,26
c3137,13,13
c3138,15,77
c3139,17,6
c3140,24,97
c3141,4,2
c3142,10,41
c3143,10,25
c3144,8,70
c3145,1,7
c3146,60,5
c3147,18,59
c3148,68,17
c3149,50,38
c3150,21,1
c3151,5,70
c3152,6,16
c3153,14,11
c3154,20,54
c3155,15,81
c3156,9,13
c3157,91,67
c3158,1,26
c3159,48,48
c3160,39,94
c3161,1,48
c3162,3,51
c3163,20,62
c3164,2,83
c3165,33,33
c3166,32,50
c3167,33,89
c3168,20,58
c3169,59,33
c3170,5,65
c3171,17,48
c3172,18,81
c3173,17,74
c3174,18,34
c3175,9,71
c3176,7,14
c3177,10,81
c3178,5,64
c3179,2,36
c3180,14,90
c3181,23,94
c3182,37,70
c3183,4,16
c3184,37,23
c3185,15,24
c3186,3,99
c3187,20,92
c3188,15,19
c3189,24,5
c3190,24,24
c3191,5,14
c3192,12,12
c3193,54,86
c3194,24,24
c3195,5,5
c3196,40,67
c3197,73,73
c3198,27,42
c3199,12,80
c3200,4,24
c3201,21,86
c3202,19,17
c3203,6,76
c3204,15,67
c3205,53,58
c3206,3,60
c3207,2,79
c3208,9,49
c3209,28,75
c3210,14,97
c3211,22,97
c3212,4,30
c3213,8,8
c3214,8,8
c3215,5,95
c3216,31,78
c3217,9,13
c3218,8,37
c3219,6,5
c3220,8,8
c3221,12,54
c3222,7,7
c3223,19,19
c3224,1,55
c3225,26,5
c3226,5,89
c3227,19,7
c3228,22,87
c3229,30,13
c3230,70,98
c3231,17,14
c3232,41,51
c3233,14,43
c3234,15,72
c3235,35,97
c3236,5,94
c3237,1,1
c3238,5,5
c3239,4,79
c3240,23,37
c3241,9,99
c3242,25,21
c3243,9,92
c3244,34,56
c3245,7,60
c3246,5,26
c3247,8,39
c3248,5,5
c3249,23,31
c3250,14,14
c3251,28,73
c3252,1,10
c3253,63,21
c3254,3,94
c3255,2,24
c3256,5,85
c3257,56,67
c3258,20,6
c3259,50,16
c3260,24,98
c3261,16,16
c3262,22,99
c3263,11,11
c3264,17,7
c3265,45,35
c3266,25,3
c3267,24,89
c3268,2,26
c3269,43,74
c3270,1,31
c3271,29,36
c3272,48,58
c3273,3,89
c3274,6,75
c3275,7,68
c3276,38,38
c3277,49,5
c3278,20,50
c3279,36,76
c3280,10,10
c3281,22,97
c3282,4,35
c3283,1,21
c3284,5,96
c3285,28,71
c3286,13,27
c3287,31,31
c3288,61,24
c3289,19,98
c3290,5,25
c3291,1,28
c3292,14,43
c3293,16,93
c3294,4,31
c3295,1,86
c3296,3,60
c3297,5,5
c3298,14,29
c3299,30,17
c3300,11,19
c3301,15,100
c3302,1,89
c3303,24,98
c3304,11,82
c3305,5,95
c3306,51,53
c3307,26,25
c3308,14,96
c3309,16,33
c3310,13,13
c3311,9,8
c3312,1,99
c3313,7,56
c3314,59,38
c3315,7,51
c3316,3,2
c3317,2,2
c3318,55,66
c3319,20,64
c3320,61,16
c3321,5,4
c3322,32,32
c3323,48,59
c3324,38,46
c3325,32,88
c3326,11,8
c3327,1,2
c3328,5,5
c3329,45,60
c3330,21,80
c3331,31,9
c3332,29,25
c3333,15,68
c3334,14,14
c3335,6,22
c3336,35,19
c3337,79,32
c3338,5,71
c3339,4,4
c3340,4,80
c3341,1,5
c3342,18,28
c3343,28,63
c3344,3,79
c3345,18,69
c3346,1,87
c3347,15,13
c3348,27,4
c3349,22,52
c3350,59,49
c3351,3,77
c3352,34,83
c3353,23,23
c3354,6,67
c3355,31,34
c3356,4,95
c3357,8,34
c3358,2,100
c3359,47,38
c3360,7,7
c3361,13,71
c3362,58,58
c3363,7,24
c3364,30,69
c3365,15,15
c3366,9,59
c3367,17,99
c3368,22,98
c3369,24,16
c3370,18,22
c3371,19,56
c3372,48,47
c3373,90,90
c3374,10,30
c3375,5,5
c3376,2,58
c3377,3,3
c3378,20,11
c3379,4,46
c3380,3,39
c3381,29,1
c3382,4,93
c3383,48,51
c3384,64,76
c3385,70,22
c3386,68,65
c3387,81,84
c3388,25,28
c3389,17,80
c3390,25,87
c3391,12,23
c3392,5,59
c3393,12,72
c3394,13,13
c3395,36,36
c3396,6,18
c3397,17,16
c3398,13,22
c3399,10,98
c3400,13,45
c3401,30,3
c3402,2,61
c3403,39,88
c3404,27,86
c3405,35,72
c3406,13,78
c3407,7,67
c3408,3,3
c3409,9,9
c3410,3,94
c3411,13,85
c3412,58,72
c3413,33,67
c3414,1,12
c3415,4,4
c3416,18,25
c3417,6,73
c3418,7,52
c3419,14,14
c3420,13,47
c3421,37,93
c3422,3,3
c3423,17,29
c3424,34,35
c3425,17,17
c3426,6,25
c3427,20,24
c3428,31,68
c3429,6,6
c3430,7,7
c3431,13,16
c3432,2,75
c3433,30,54
c3434,12,18
c3435,7,6
c3436,7,15
c3437,39,39
c3438,12,59
c3439,2,69
c3440,9,37
c3441,4,99
c3442,16,91
c3443,19,14
c3444,40,40
c3445,11,77
c3446,30,26
c3447,12,51
c3448,18,61
c3449,2,35
c3450,7,82
c3451,23,41
c3452,8,27
c3453,2,2
c3454,4,96
c3455,16,46
c3456,18,96
c3457,15,71
c3458,18,63
c3459,28,24
c3460,10,67
c3461,26,1
c3462,4,56
c3463,4,88
c3464,9,9
c3465,1,22
c3466,1,44
c3467,13,20
c3468,37,37
c3469,29,70
c3470,2,21
c3471,14,14
c3472,10,3
c3473,4,22
c3474,2,46
c3475,27,94
c3476,7,65
c3477,6,2
c3478,2,84
c3479,5,60
c3480,15,12
c3481,18,18
c3482,5,52
c3483,14,31
c3484,1,21
c3485,16,70
c3486,9,94
c3487,11,93
c3488,62,76
c3489,27,18
c3490,14,41
c3491,6,78
c3492,22,1
c3493,44,73
c3494,32,54
c3495,30,89
c3496,70,89
c3497,11,40
c3498,12,70
c3499,22,22
c3500,9,3
c3501,13,13
c3502,13,64
c3503,32,32
c3504,3,88
c3505,4,4
c3506,49,81
c3507,54,54
c3508,70,66
c3509,8,43
c3510,11,33
c3511,14,48
c3512,13,63
c3513,3,48
c3514,5,93
c3515,10,94
c3516,1,1
c3517,11,94
c3518,28,5
c3519,3,63
c3520,34,63
c3521,89,89
c3522,5,96
c3523,6,54
c3524,13,13
c3525,9,41
c3526,21,16
c3527,30,45
c3528,11,36
c3529,37,52
c3530,73,92
c3531,8,24
c3532,1,17
c3533,9,9
c3534,1,1
c3535,23,88
c3536,29,54
c3537,4,60
c3538,3,1
c3539,60,60
c3540,4,34
c3541,4,66
c3542,5,40
c3543,24,65
c3544,16,16
c3545,3,58
c3546,82,17
c3547,23,76
c3548,10,42
c3549,1,1
c3550,1,85
c3551,10,12
c3552,9,98
c3553,7,24
c3554,38,94
c3555,7,15
c3556,63,51
c3557,20,13
c3558,7,63
c3559,9,57
c3560,2,76
c3561,14,63
c3562,5,23
c3563,4,4
c3564,40,7
c3565,4,37
c3566,10,95
c3567,63,35
c3568,6,71
c3569,45,5
c3570,9,5
c3571,20,77
c3572,10,10
c3573,1,79
c3574,52,61
c3575,6,54
c3576,8,61
c3577,22,23
c3578,3,49
c3579,14,37
c3580,24,14
c3581,17,17
c3582,6,67
c3583,13,66
c3584,2,77
c3585,3,75
c3586,4,12
c3587,3,40
c3588,11,33
c3589,5,44
c3590,6,57
c3591,5,99
c3592,34,91
c3593,58,44
c3594,13,19
c3595,39,95
c3596,14,14
c3597,6,33
c3598,78,78
c3599,17,64
c3600,9,66
c3601,32,52
c3602,7,93
c3603,1,1
c3604,38,87
c3605,21,97
c3606,9,4
c3607,43,65
c3608,21,21
c3609,14,88
c3610,13,28
c3611,10,82
c3612,11,90
c3613,27,68
c3614,23,99
c3615,39,69
c3616,14,26
c3617,62,46
c3618,22,72
c3619,13,24
